[13-Jun-2024 21:58:09 UTC] Failed to assign role: premium_plan_member
[13-Jun-2024 22:00:10 UTC] Failed to assign role: premium_plan_member
[13-Jun-2024 22:02:19 UTC] User ID: 10
[13-Jun-2024 22:02:19 UTC] Selected Plan ID: 24
[13-Jun-2024 22:02:19 UTC] Assigned Role: premium_plan_member
[13-Jun-2024 22:02:19 UTC] Assigned Roles: 
[13-Jun-2024 22:03:35 UTC] User ID: 11
[13-Jun-2024 22:03:35 UTC] Selected Plan ID: 24
[13-Jun-2024 22:03:35 UTC] Assigned Role: premium_plan_member
[13-Jun-2024 22:03:35 UTC] Assigned Roles: 
[13-Jun-2024 22:08:07 UTC] User ID: 12
[13-Jun-2024 22:08:07 UTC] Selected Plan ID: 25
[13-Jun-2024 22:08:07 UTC] Assigned Role: vip_plan_member
[13-Jun-2024 22:08:07 UTC] Assigned Roles: 
[13-Jun-2024 22:10:31 UTC] User ID: 13
[13-Jun-2024 22:10:31 UTC] Selected Plan ID: 25
[13-Jun-2024 22:10:31 UTC] Assigned Role: vip_plan_member
[13-Jun-2024 22:10:31 UTC] Assigned Roles: 
[13-Jun-2024 22:10:31 UTC] Failed to assign role: vip_plan_member
[13-Jun-2024 22:16:10 UTC] User ID: 14
[13-Jun-2024 22:16:10 UTC] Selected Plan ID: 25
[13-Jun-2024 22:16:10 UTC] Assigned Role: vip_member_member
[13-Jun-2024 22:16:10 UTC] Assigned Roles: 
[13-Jun-2024 22:16:10 UTC] Failed to assign role: vip_member_member
[13-Jun-2024 22:20:06 UTC] User ID: 15
[13-Jun-2024 22:20:06 UTC] Selected Plan ID: 25
[13-Jun-2024 22:20:06 UTC] Assigned Role: vip_member
[13-Jun-2024 22:20:06 UTC] Assigned Roles: vip_member
[13-Jun-2024 22:20:06 UTC] Role assigned successfully: vip_member
[13-Jun-2024 23:40:10 UTC] User ID: 16
[13-Jun-2024 23:40:10 UTC] Selected Plan ID: 6
[13-Jun-2024 23:40:10 UTC] Assigned Role: basic_member
[13-Jun-2024 23:40:10 UTC] Assigned Roles: basic_member
[13-Jun-2024 23:40:10 UTC] Role assigned successfully: basic_member
[14-Jun-2024 14:58:31 UTC] PHP Fatal error:  Cannot redeclare wpmm_payment_form() (previously declared in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/shortcodes.php:106) in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/payment-integration.php on line 4
[14-Jun-2024 15:16:05 UTC] PHP Fatal error:  Cannot redeclare wpmm_handle_registration_form_submission() (previously declared in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/shortcodes.php:37) in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/payment-integration.php on line 56
[14-Jun-2024 15:16:05 UTC] PHP Notice:  Function is_embed was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 15:16:05 UTC] PHP Notice:  Function is_search was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 15:16:05 UTC] PHP Fatal error:  Cannot redeclare wpmm_handle_registration_form_submission() (previously declared in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/shortcodes.php:37) in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/payment-integration.php on line 56
[14-Jun-2024 15:16:05 UTC] PHP Notice:  Function is_embed was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 15:16:05 UTC] PHP Notice:  Function is_search was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 15:17:40 UTC] PHP Parse error:  Unclosed '(' on line 83 in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/shortcodes.php on line 88
[14-Jun-2024 15:17:40 UTC] PHP Notice:  Function is_embed was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 15:17:40 UTC] PHP Notice:  Function is_search was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 15:17:40 UTC] PHP Parse error:  Unclosed '(' on line 83 in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/shortcodes.php on line 88
[14-Jun-2024 15:17:40 UTC] PHP Notice:  Function is_embed was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 15:17:40 UTC] PHP Notice:  Function is_search was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 15:17:41 UTC] PHP Parse error:  Unclosed '(' on line 83 in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/shortcodes.php on line 88
[14-Jun-2024 15:17:41 UTC] PHP Notice:  Function is_embed was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 15:17:41 UTC] PHP Notice:  Function is_search was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 15:17:41 UTC] PHP Parse error:  Unclosed '(' on line 83 in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/shortcodes.php on line 88
[14-Jun-2024 15:17:41 UTC] PHP Notice:  Function is_embed was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 15:17:41 UTC] PHP Notice:  Function is_search was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 15:17:49 UTC] PHP Fatal error:  Cannot redeclare wpmm_handle_registration_form_submission() (previously declared in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/shortcodes.php:37) in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/payment-integration.php on line 56
[14-Jun-2024 15:17:49 UTC] PHP Notice:  Function is_embed was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 15:17:49 UTC] PHP Notice:  Function is_search was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 15:17:49 UTC] PHP Fatal error:  Cannot redeclare wpmm_handle_registration_form_submission() (previously declared in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/shortcodes.php:37) in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/payment-integration.php on line 56
[14-Jun-2024 15:17:49 UTC] PHP Notice:  Function is_embed was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 15:17:49 UTC] PHP Notice:  Function is_search was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 15:18:38 UTC] PHP Fatal error:  Cannot redeclare wpmm_handle_registration_form_submission() (previously declared in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/shortcodes.php:37) in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/payment-integration.php on line 56
[14-Jun-2024 15:18:38 UTC] PHP Notice:  Function is_embed was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 15:18:38 UTC] PHP Notice:  Function is_search was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 15:18:38 UTC] PHP Fatal error:  Cannot redeclare wpmm_handle_registration_form_submission() (previously declared in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/shortcodes.php:37) in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/payment-integration.php on line 56
[14-Jun-2024 15:18:38 UTC] PHP Notice:  Function is_embed was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 15:18:38 UTC] PHP Notice:  Function is_search was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 15:52:34 UTC] PayPal IPN received: Array
(
    [username] => trip
    [email] => juchheim.spotify@gmail.com
    [password] => Shoe1/2/3
    [membership_plan] => 25
    [action] => process_registration
    [wpmm_register] => 
)

[14-Jun-2024 15:52:35 UTC] PayPal IPN verification failed.
[14-Jun-2024 15:53:03 UTC] PayPal IPN received: Array
(
    [interval] => 60
    [_nonce] => c1fac0500c
    [action] => heartbeat
    [screen_id] => users
    [has_focus] => true
)

[14-Jun-2024 15:53:03 UTC] PayPal IPN verification failed.
[14-Jun-2024 15:54:04 UTC] PayPal IPN received: Array
(
    [interval] => 60
    [_nonce] => c1fac0500c
    [action] => heartbeat
    [screen_id] => users
    [has_focus] => false
)

[14-Jun-2024 15:54:04 UTC] PayPal IPN verification failed.
[14-Jun-2024 15:55:04 UTC] PayPal IPN received: Array
(
    [interval] => 60
    [_nonce] => c1fac0500c
    [action] => heartbeat
    [screen_id] => users
    [has_focus] => false
)

[14-Jun-2024 15:55:04 UTC] PayPal IPN verification failed.
[14-Jun-2024 15:57:05 UTC] PayPal IPN received: Array
(
    [interval] => 60
    [_nonce] => c1fac0500c
    [action] => heartbeat
    [screen_id] => users
    [has_focus] => false
)

[14-Jun-2024 15:57:05 UTC] PayPal IPN verification failed.
[14-Jun-2024 15:59:06 UTC] PayPal IPN received: Array
(
    [interval] => 60
    [_nonce] => c1fac0500c
    [action] => heartbeat
    [screen_id] => users
    [has_focus] => false
)

[14-Jun-2024 15:59:06 UTC] PayPal IPN verification failed.
[14-Jun-2024 16:01:07 UTC] PayPal IPN received: Array
(
    [interval] => 60
    [_nonce] => c1fac0500c
    [action] => heartbeat
    [screen_id] => users
    [has_focus] => false
)

[14-Jun-2024 16:01:07 UTC] PayPal IPN verification failed.
[14-Jun-2024 16:03:08 UTC] PayPal IPN received: Array
(
    [interval] => 60
    [_nonce] => c1fac0500c
    [action] => heartbeat
    [screen_id] => users
    [has_focus] => false
)

[14-Jun-2024 16:03:08 UTC] PayPal IPN verification failed.
[14-Jun-2024 16:19:57 UTC] PayPal IPN received: Array
(
)

[14-Jun-2024 16:19:57 UTC] PayPal IPN verification failed.
[14-Jun-2024 19:21:37 UTC] PayPal IPN received: Array
(
    [interval] => 60
    [_nonce] => c1fac0500c
    [action] => heartbeat
    [screen_id] => users
    [has_focus] => true
)

[14-Jun-2024 19:21:37 UTC] PayPal IPN verification failed.
[14-Jun-2024 19:21:37 UTC] PayPal IPN received: Array
(
)

[14-Jun-2024 19:21:38 UTC] PayPal IPN verification failed.
[14-Jun-2024 19:23:37 UTC] PayPal IPN received: Array
(
    [interval] => 60
    [_nonce] => c1fac0500c
    [action] => heartbeat
    [screen_id] => users
    [has_focus] => false
)

[14-Jun-2024 19:23:38 UTC] PayPal IPN verification failed.
[14-Jun-2024 19:25:38 UTC] PayPal IPN received: Array
(
    [interval] => 60
    [_nonce] => c1fac0500c
    [action] => heartbeat
    [screen_id] => users
    [has_focus] => false
)

[14-Jun-2024 19:25:39 UTC] PayPal IPN verification failed.
[14-Jun-2024 19:27:17 UTC] PayPal IPN received: Array
(
    [interval] => 60
    [_nonce] => c1fac0500c
    [action] => heartbeat
    [screen_id] => users
    [has_focus] => true
)

[14-Jun-2024 19:27:17 UTC] PayPal IPN verification failed.
[14-Jun-2024 19:28:19 UTC] PayPal IPN received: Array
(
    [interval] => 60
    [_nonce] => c1fac0500c
    [action] => heartbeat
    [screen_id] => users
    [has_focus] => false
)

[14-Jun-2024 19:28:20 UTC] PayPal IPN verification failed.
[14-Jun-2024 19:30:20 UTC] PayPal IPN received: Array
(
    [interval] => 60
    [_nonce] => c1fac0500c
    [action] => heartbeat
    [screen_id] => users
    [has_focus] => false
)

[14-Jun-2024 19:30:21 UTC] PayPal IPN verification failed.
[14-Jun-2024 19:32:21 UTC] PayPal IPN received: Array
(
    [interval] => 60
    [_nonce] => c1fac0500c
    [action] => heartbeat
    [screen_id] => users
    [has_focus] => false
)

[14-Jun-2024 19:32:22 UTC] PayPal IPN verification failed.
[14-Jun-2024 19:34:22 UTC] PayPal IPN received: Array
(
    [interval] => 60
    [_nonce] => c1fac0500c
    [action] => heartbeat
    [screen_id] => users
    [has_focus] => false
)

[14-Jun-2024 19:34:23 UTC] PayPal IPN verification failed.
[14-Jun-2024 19:36:23 UTC] PayPal IPN received: Array
(
    [interval] => 60
    [_nonce] => c1fac0500c
    [action] => heartbeat
    [screen_id] => users
    [has_focus] => false
)

[14-Jun-2024 19:36:24 UTC] PayPal IPN verification failed.
[14-Jun-2024 19:38:24 UTC] PayPal IPN received: Array
(
    [interval] => 60
    [_nonce] => c1fac0500c
    [action] => heartbeat
    [screen_id] => users
    [has_focus] => false
)

[14-Jun-2024 19:38:25 UTC] PayPal IPN verification failed.
[14-Jun-2024 19:40:24 UTC] PayPal IPN received: Array
(
    [interval] => 60
    [_nonce] => c1fac0500c
    [action] => heartbeat
    [screen_id] => users
    [has_focus] => false
)

[14-Jun-2024 19:40:25 UTC] PayPal IPN verification failed.
[14-Jun-2024 19:41:28 UTC] PHP Parse error:  syntax error, unexpected token "<", expecting end of file in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/payment-integration.php on line 115
[14-Jun-2024 19:41:36 UTC] PHP Parse error:  syntax error, unexpected token "<", expecting end of file in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/payment-integration.php on line 115
[14-Jun-2024 19:41:36 UTC] PHP Notice:  Function is_embed was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 19:41:36 UTC] PHP Notice:  Function is_search was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 19:41:36 UTC] PHP Parse error:  syntax error, unexpected token "<", expecting end of file in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/payment-integration.php on line 115
[14-Jun-2024 19:41:36 UTC] PHP Notice:  Function is_embed was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 19:41:36 UTC] PHP Notice:  Function is_search was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 19:41:55 UTC] PHP Parse error:  syntax error, unexpected token "<", expecting end of file in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/payment-integration.php on line 115
[14-Jun-2024 19:41:55 UTC] PHP Notice:  Function is_embed was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 19:41:55 UTC] PHP Notice:  Function is_search was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 19:41:55 UTC] PHP Parse error:  syntax error, unexpected token "<", expecting end of file in /Users/ejuchheim/Local Sites/membership/app/public/wp-content/plugins/wp-membership-manager/includes/payment-integration.php on line 115
[14-Jun-2024 19:41:55 UTC] PHP Notice:  Function is_embed was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 19:41:55 UTC] PHP Notice:  Function is_search was called incorrectly. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a>Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in /Users/ejuchheim/Local Sites/membership/app/public/wp-includes/functions.php on line 6078
[14-Jun-2024 19:43:15 UTC] PayPal IPN received: Array
(
    [interval] => 60
    [_nonce] => c1fac0500c
    [action] => heartbeat
    [screen_id] => users
    [has_focus] => false
)

[14-Jun-2024 19:43:16 UTC] PayPal IPN verification failed.
